MUID,Edible,CapShape,CapSurface,CapColor,Bruises,Odor,GillAttached,GillSpacingCrowded,GillSizeBroad,GillColor,StalkShapeEnlarging,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilColor,RingNumber,RingType,SporePrintColor,Population,Habitat
1289,Yes,Convex,Fibrous,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Solitary,Woods
1290,Yes,Convex,Fibrous,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
1291,Yes,Convex,Fibrous,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Several,Woods
1292,Yes,Convex,Fibrous,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Several,Woods
1293,Yes,Convex,Fibrous,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Several,Woods
1294,Yes,Convex,Fibrous,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Several,Woods
1295,Yes,Convex,Fibrous,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Several,Woods
1296,Yes,Convex,Fibrous,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Solitary,Woods
1297,Yes,Convex,Fibrous,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Several,Woods
1298,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Solitary,Woods
1299,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1300,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Several,Woods
1301,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Several,Woods
1302,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Solitary,Woods
1303,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Several,Woods
1304,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Solitary,Woods
1305,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Several,Woods
1306,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Several,Woods
1307,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Solitary,Woods
1308,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Solitary,Woods
1309,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Several,Woods
1310,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Several,Woods
1311,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Solitary,Woods
1312,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Solitary,Woods
1313,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Solitary,Woods
1314,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Solitary,Woods
1315,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Several,Woods
1316,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Solitary,Woods
1317,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Several,Woods
1318,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Several,Woods
1319,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Solitary,Woods
1320,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Solitary,Woods
1321,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Several,Woods
1322,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Solitary,Woods
1323,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Several,Woods
1324,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
1325,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Black,Several,Woods
1326,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Solitary,Woods
1327,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Several,Woods
1328,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Several,Woods
1329,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Solitary,Woods
1330,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Several,Woods
1331,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Solitary,Woods
1332,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Several,Woods
1333,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1334,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Solitary,Woods
1335,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Several,Woods
1336,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Solitary,Woods
1337,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Several,Woods
1338,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Solitary,Woods
1339,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Several,Woods
1340,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Several,Woods
1341,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Several,Woods
1342,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Solitary,Woods
1343,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Several,Woods
1344,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Solitary,Woods
1345,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
1346,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Black,Several,Woods
1347,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Several,Woods
1348,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Solitary,Woods
1349,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Several,Woods
1350,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Solitary,Woods
1351,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Several,Woods
1352,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Solitary,Woods
1353,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Several,Woods
1354,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Several,Woods
1355,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Solitary,Woods
1356,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Solitary,Woods
1357,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1358,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Several,Woods
1359,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Several,Woods
1360,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Solitary,Woods
1361,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Solitary,Woods
1362,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Several,Woods
1363,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Several,Woods
1364,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Solitary,Woods
1365,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Black,Several,Woods
1366,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Solitary,Woods
1367,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Solitary,Woods
1368,Yes,Convex,Scaly,Gray,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Solitary,Woods
1369,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1370,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Solitary,Woods
1371,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Solitary,Woods
1372,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Solitary,Woods
1373,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Several,Woods
1374,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Solitary,Woods
1375,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Several,Woods
1376,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Solitary,Woods
1377,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Solitary,Woods
1378,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Solitary,Woods
1379,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Several,Woods
1380,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Solitary,Woods
1381,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Several,Woods
1382,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Solitary,Woods
1383,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
1384,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Solitary,Woods
1385,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Several,Woods
1386,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Solitary,Woods
1387,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Solitary,Woods
1388,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1389,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Solitary,Woods
1390,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Several,Woods
1391,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Solitary,Woods
1392,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Several,Woods
1393,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Solitary,Woods
1394,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Solitary,Woods
1395,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Several,Woods
1396,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Several,Woods
1397,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Black,Solitary,Woods
1398,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Several,Woods
1399,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Solitary,Woods
1400,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Several,Woods
1401,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Solitary,Woods
1402,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Solitary,Woods
1403,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Several,Woods
1404,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Several,Woods
1405,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Several,Woods
1406,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Pink,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Several,Woods
1407,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1408,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Several,Woods
1409,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Solitary,Woods
1410,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Solitary,Woods
1411,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Solitary,Woods
1412,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Solitary,Woods
1413,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Several,Woods
1414,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Several,Woods
1415,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Solitary,Woods
1416,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Black,Solitary,Woods
1417,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Several,Woods
1418,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Solitary,Woods
1419,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Several,Woods
1420,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Solitary,Woods
1421,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Purple,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Solitary,Woods
1422,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Solitary,Woods
1423,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Several,Woods
1424,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Solitary,Woods
1425,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Solitary,Woods
1426,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Solitary,Woods
1427,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Solitary,Woods
1428,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Several,Woods
1429,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
1430,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Several,Woods
1431,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Solitary,Woods
1432,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Solitary,Woods
1433,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Solitary,Woods
1434,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Several,Woods
1435,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Several,Woods
1436,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Solitary,Woods
1437,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Several,Woods
1438,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Solitary,Woods
1439,Yes,Convex,Scaly,Red,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Several,Woods
1440,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Solitary,Woods
1441,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1442,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Solitary,Woods
1443,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Solitary,Woods
1444,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Solitary,Woods
1445,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Solitary,Woods
1446,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Several,Woods
1447,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Several,Woods
1448,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Several,Woods
1449,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Solitary,Woods
1450,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
1451,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Black,Solitary,Woods
1452,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Black,Several,Woods
1453,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Solitary,Woods
1454,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Several,Woods
1455,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Solitary,Woods
1456,Yes,Convex,Scaly,Brown,Yes,None,No,No,Yes,White,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Several,Woods
